"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"Child First Authority @ City Springs Elementary/Middle School";;"100 S Caroline St";;"Baltimore";"MD";21231;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Dorothy I. Height Elementary School";;"2011 Linden Avenue";;"Baltimore";"MD";21217;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Dr. Bernard Harris Elementary School";;"1400 N Caroline St";;"Baltimore";"MD";21213;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Eutaw-Marshburn Elementary School";;"1624 Eutaw Pl";;"Baltimore";"MD";21217;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Furman L. Templeton Preparatory Academy";;"1200 Pennsylvania Ave";;"Baltimore";"MD";21217;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Guilford Elementary/Middle School";;"4520 York Road";;"Baltimore";"MD";21212;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Hilton Elementary School";;"3301 Carlisle Ave";;"Baltimore";"MD";21216;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Liberty Elementary School";;"3901 Maine Ave";;"Baltimore";"MD";21207;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Child First Authority @ Robert W. Coleman Elementary School";;"2400 Windsor Ave";;"Baltimore";"MD";21216;"410-367-8520";;"BALTIMORE CITY";"cfamain@childfirstauthority.org";;;;;;;"http://childfirstauthority.org/";;;;;;"Child First Authority (CFA) provides funding to (1) organize high quality, after school and in-school programs in Baltimore City Public Schools, (2) organize parents, school staff, and community partners to act on their vision of a brighter future for BCPS children. CFA was established in 1996 in response to a community organizing campaign by its founding partner BUILD (Baltimoreans United in Leadership Development).  Hundreds of citizens expressed the need for safe space, academic achievement, and opportunity for children in Baltimore City Schools. Throughout the years, CFA has built relationships with community organizations and educational institutions. CFA works with students and families to ensure that students (1) attend school at a high rate, (2) have access to project-based learning opportunities in Science, Technology, Engineering and Math (STEM), and (3) have access to professional art instruction and cultural instruction. Today, CFA partners with 11 schools throughout Baltimore City for after school programming, including 8 community school partnerships.";;;"YES";"NO";"http://childfirstauthority.org/wp-content/uploads/2017/05/cropped-cfa-color-logo-resized-2-e1502294152357.jpg";
"Higher Achievement - East Baltimore Achievement Center @ Commodore John Rodgers Elementary/Middle School";;"100 N. Chester Street";;"Baltimore";"MD";21231;"410-752-7753";;"BALTIMORE CITY";"info@higherachievement.org";;;;;;;"https://higherachievement.org/";;;;;;"We’re closing the opportunity gap during the critical middle school years. By leveraging the power of communities, Higher Achievement’s proven model provides a rigorous year-round learning environment, caring role models, and a culture of high expectations, resulting in college-bound scholars with the character, confidence, and skills to succeed.";;;"YES";"NO";"https://higherachievement.org/wp-content/themes/app/assets/img/higher-achievement-logo-black-transparent.png";
"Higher Achievement - South Baltimore Achievement Center @ Arundel Elementary/Middle School";;"2400 Round Road";;"Baltimore";"MD";21225;"410-752-7753";;"BALTIMORE CITY";"info@higherachievement.org";;;;;;;"https://higherachievement.org/";;;;;;"We’re closing the opportunity gap during the critical middle school years. By leveraging the power of communities, Higher Achievement’s proven model provides a rigorous year-round learning environment, caring role models, and a culture of high expectations, resulting in college-bound scholars with the character, confidence, and skills to succeed.";;;"YES";"NO";"https://higherachievement.org/wp-content/themes/app/assets/img/higher-achievement-logo-black-transparent.png";
"Higher Achievement - West Baltimore Achievement Center @ Lakeland Elementary/Middle School";;"2921 Stranden Road";;"Baltimore";"MD";21230;"410-752-7753";;"BALTIMORE CITY";"info@higherachievement.org";;;;;;;"https://higherachievement.org/";;;;;;"We’re closing the opportunity gap during the critical middle school years. By leveraging the power of communities, Higher Achievement’s proven model provides a rigorous year-round learning environment, caring role models, and a culture of high expectations, resulting in college-bound scholars with the character, confidence, and skills to succeed.";;;"YES";"NO";"https://higherachievement.org/wp-content/themes/app/assets/img/higher-achievement-logo-black-transparent.png";
"Kids Center After-School Care";;"3506 Gwynnbrook Avenue";;"Owings Mills";"MD";21117;"410-559-3608";;"BALTIMORE";"lkendal@jcc.org";;;"Laura Green";"Kendal";;"YES";"http://www.jcc.org/";;"Monday - Friday";"Mon - Thurs: School dismissal - 6:30pm; Fri: School dismissal - 6:00pm";;;"Kids Center at the J provides a safe nurturing place where kids continue to learn and grow after the school day ends. Our high-quality program is designed to enhance your child's social, emotional, cognitive and physical development while also promoting character building and teamwork.  Kids Center offers you peace of mind that your child is getting the best possible care at a reasonable fee.";"Healthy snacks; Arts and Crafts; Gym and outdoor activities; Supervised homework assistance";;"YES";"NO";;
"Columbia Association Before and After School Care @ Atholton";;"6700 Seneca Dr";;"Columbia";"MD";21046;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Bryant Woods";;"5450 Blue Heron Ln";;"Columbia";"MD";21044;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Centennial";;"3825 Centennial Ln";;"Ellicott City";"MD";21042;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Clarksville";;"12041 MD-108";;"Clarksville";"MD";21029;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Clemens Crossing";;"10320 Quarterstaff Rd";;"Columbia";"MD";21044;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Cradlerock";;"6700 Cradlerock Way";;"Columbia";"MD";21045;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Guilford";;"7335 Oakland Mills Rd";;"Columbia";"MD";21046;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Hammond";;"8110 Aladdin Drive";;"Laurel";"MD";20723;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Jeffers Hill";;"6000 Tamar Dr";;"Columbia";"MD";21045;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Longfellow";;"5470 Hesperus Dr";;"Columbia";"MD";21044;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Northfield";;"9125 Northfield Rd";;"Ellicott City";"MD";21042;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Phelps Luck";;"5370 Old Stone Ct";;"Columbia";"MD";21045;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Running Brook";;"5215 W Running Brook Rd";;"Columbia";"MD";21044;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Stevens Forest";;"6045 Stevens Forest Rd";;"Columbia";"MD";21045;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Swansfield";;"5610 Cedar Ln";;"Columbia";"MD";21044;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Talbott Springs";;"9550 Basket Ring Rd";;"Columbia";"MD";21045;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
"Columbia Association Before and After School Care @ Thunder Hill";;"9357 Mellenbrook Rd";;"Columbia";"MD";21045;"410-715-3164";;"HOWARD";"SAS@ColumbiaAssociation.org";;;;;;;"https://www.columbiaassociation.org/";;"Monday - Friday";"7:00am until the school day begins | after school until 6:00pm";;;"Columbia Association offers the following Before and After School Care Programs: 1.) A.M. Program, 2.) P.M. Program and 3.) School’s Closed Programs.";;;"YES";"NO";"https://d2814gcejiq38s.cloudfront.net/wp-content/uploads/2016/01/logo-white.png";
