name;location;address;address2;city;state;zip;phone;phone_ext;county;email;status;type;contact_firstname;contact_lastname;age_range;transportation;website;accreditation;daysopen;hoursopen;typeofcare;language;introduction;additionalInfo;pricing;is_afterschool;is_camp;logo;schools_served
BOYS & GIRLS CLUB OF WESTERN BENTON COUNTY - GRAVETTE;;401 Charlotte Street Southeast;;Gravette;AR;72736;479-787-6524;;BENTON;;;;;;;;http://www.bgcwbc.org/;;Monday-Friday;3:00-7:00 pm;;;Vision: We envision a future in which the Boys & Girls Club Movement is a catalyst for an age in which success is within reach of every child, and whole generations of children are inspired to a level of civic engagement not seen since the founding of our nation. Mission: To encourage and empower all young people to reach their full potential as productive, caring, responsible citizens.;;;YES;NO;;
PAUL BEWIE BOYS & GIRLS CLUB;;5050 N Hwy 7;;Hot Springs Village;AR;71909;501-984-6996;;GARLAND;Kim@bgclubonline.com;;;Kim;Qualls;;;http://www.bgclubonline.com/;;;;;;For over 150 years the Boys & Girls Club has been serving the children of the United States.  In 1860 three ladies noticed that the boys in their neighborhood had no where to go and were getting into trouble on the street.  They decided to invite them into their home for tea and cookies and to try to teach them the politness of the day.  From those humble beginnings, the Boys & Girls Club grew into an organization that serves over four million children through over 4,000 clubs throughout the U.S. and on U. S. military bases around the world.  Here at the Paul Bewie Boys & Girls Club we serve over 500 youth each year through our after school and athletics programs.;"Programs: Character Development and Leadership Development; Education and Career Development; Health and Life Skills; The Arts; and Sports, Fitness and Recreation";;YES;NO;http://www.bgclubonline.com/uploads/3/2/0/7/3207266/1366397851.png;
BOYS & GIRLS CLUB OF SALINE COUNTY - BENTON CLUB;;105 Cox St.;;Benton;AR;72015;501-315-8100;;SALINE;heath@scbgclub.com;;;Heath;Massey;6–18;;http://www.scbgclub.com/;;Monday-Friday;"After School Program: 3:00pm-6:00pm; Summer Program: 7:30 a.m. - 5:30 p.m.";;;Our mission is to transform Saline County one child at a time. By enhancing and developing the outlook, character, and life-prospects of every child who walks through our doors, we transform the outlook, character, and prospects of Saline County itself.;;After School Program: $100;YES;NO;;
BOYS & GIRLS CLUB OF SALINE COUNTY - COVENANT CONNECTION CLUB;;1501 Woody Lane;;Alexander;AR;72002;501-682-9767;;SALINE;tyrone@scbgclub.com;;;Tyrone;Fogle;6–18;;http://www.scbgclub.com/;;Monday-Friday;"After School Program: 3:00pm-6:00pm; Summer Program: 7:30 a.m. - 5:30 p.m.";;;Our mission is to transform Saline County one child at a time. By enhancing and developing the outlook, character, and life-prospects of every child who walks through our doors, we transform the outlook, character, and prospects of Saline County itself.;;After School Program: $100;YES;NO;;
BOYS AND GIRLS CLUB OF MALVERN AND HOT SPRING COUNTY;;1840 W Moline;;Malvern;AR;72104;501-337-4462;;HOT SPRING;malbgc@yahoo.com;;;Tammy;Denham;5–18;;http://www.malvernhscbgc.com/;;Monday-Friday;After School Program 3:00pm – 6:00pm;;;"The Boys and Girls Club of Malvern and Hot Spring County strives to change the lives of each child who enters our door by providing a safe place to be, a loving environment, character development, hope and opportunity. We truly believe that we are ""The POSITIVE place for kids"". Our mission statement: To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";"After School Programs: Smart Moves, Art and Crafts, Power Hour, Mentoring, Computer Lab, Music keyboards, iPad Lab, Cheer/Dance, Zumba; Athletic Progams: Basketball, Soccer, T-ball, Softball";"Annual Membership Fee: $10; After-School fee: $40/semester or $75/school year; Athletic fee: $40/sport";YES;NO;http://www.malvernhscbgc.com/resources/templates/23/logo_BG-Club-Malvern.png;
BOYS & GIRLS CLUB OF JEFFERSON COUNTY;;2701 Short Reeker Street;;Pine Bluff;AR;71601;870-534-2188;;JEFFERSON;jbritt@boysgirlsclubjc.org;;;Jim;Britt;5–18;;http://www.boysgirlsclubjc.org/;;;;;;The Boys and Girls Club of Jefferson County has played an intergral role in the Pine Bluff Community for several years, providing daily programs and services to hundreds of young people. The Club serves more than 700 boys and girls annually providing programs that emphasize character and leadership development, education and career enhancement, health and life skills, arts, sports, fitness and recreation. The Club offers several activities for children ranging in age from five to eighteen. All activities are supervised by professional staff and volunteers. Most importantly the Club is a safe place for your child after school, and during the summer months. It is a place where a member can feel at home, participate without fear, and have a peace of mind!;;;YES;NO;;
BOYS & GIRLS CLUBS OF EL DORADO - NORTHWEST UNIT;;1201 N. West Avenue;;El Dorado;AR;71730;870-863-8753;;UNION;;;;Deneisa;Jamerson;6–18;YES;http://www.eldoradokids.org/;;;;;;Since 1939, the Boys & Girls Club of El Dorado have provided fun and engaging after school and summer programs to thousands of the community’s most vulnerable youth. With facilities strategically located to serve the kids who need us most, the Boys & Girls Clubs offer a unique array of services not available elsewhere in our community. Our low annual fee ensures that a membership is within reach of all kids who need a safe, positive place to go during non-school hours. Over 2,000 El Dorado youth, ages 6-18, participate as members of our Northwest Unit and David A. Wetherington Unit. They benefit from trained, caring, professional staff and volunteers who give them guidance, encouragement and the tools they need to grow into responsible, productive and caring adults.;;;YES;NO;http://www.eldoradokids.org/img/logo2.png;
BOYS & GIRLS CLUBS OF EL DORADO - D. WETHERINGTON UNIT;;1401 E. Center Street;;El Dorado;AR;71730;870-881-9603;;UNION;;;;Dominic;Mayweather;6–18;NO;http://www.eldoradokids.org/;;;;;;Since 1939, the Boys & Girls Club of El Dorado have provided fun and engaging after school and summer programs to thousands of the community’s most vulnerable youth. With facilities strategically located to serve the kids who need us most, the Boys & Girls Clubs offer a unique array of services not available elsewhere in our community. Our low annual fee ensures that a membership is within reach of all kids who need a safe, positive place to go during non-school hours. Over 2,000 El Dorado youth, ages 6-18, participate as members of our Northwest Unit and David A. Wetherington Unit. They benefit from trained, caring, professional staff and volunteers who give them guidance, encouragement and the tools they need to grow into responsible, productive and caring adults.;;;YES;NO;http://www.eldoradokids.org/img/logo2.png;
BOYS AND GIRLS CLUB OF HOT SPRINGS;;109 W Belding St;;Hot Springs;AR;71901;501-623-2711;;GARLAND;hsbgc@hotmail.com;;;R Patrick;Ramsay;;YES;http://hsbgc.org/;;Monday-Saturday;Monday-Friday: 3pm-6pm, Saturday: 9am-4pm;;;"Boys & Girls Club of Hot Springs has been a cornerstone of the community since opening it doors in 1947. Serving some 1,000 youth, Boys & Girls Club of Hot Springs provides a safe, structured and positive environment for young people after school, during holidays and summer vacation. The Boys & Girls Club of Hot Springs is part of a nationwide network. Our Mission: A safe place to learn and grow; Ongoing relationships with caring, adult professionals; Life-enhancing programs and character development experiences; Hope and opportunity";;;YES;NO;http://hsbgc.org/wp-content/themes/starkers-html5-master/images/design/logo.jpg;
BOYS & GIRLS CLUB OF VAN BUREN;;1403 City Park Rd;;Van Buren;AR;72957;479-474-9401;;CRAWFORD;cfaldon@cox.net;;;;;;;http://www.bgcofvb.org/;;Monday-Friday;3:00-7:00;;;The Boys & Girls Club of Van Buren is a unique organization. Our goal is to provide every child with the essential tools needed for a successful and bright future. Since 1958, the vision of Boys & Girls Club has grown and changed with the needs of our children. As the needs of our children and their families continue to change, so will the dynamics of our programs and services. Every day, the Boys & Girls Club of Van Buren strive to improve each child's life by implementing self-esteem, courage and positive values through all of our programs. Our youth gain confidence by developing a sense of usefulness and belonging.  If you are looking for an exciting place for children to learn and grow or would like to volunteer, the Boys & Girls Club of Van Buren has something for you.;;;YES;NO;http://www.bgcofvb.org/systems/image_thumbnail.aspx?file=/resources/1/Business%20Card.JPG&Size=200;
SOUTH SEBASTIAN COUNTY BOYS & GIRLS CLUB;;38 N. Hester Cut;;Greenwood;AR;72936;479-996-6877;;SEBASTIAN;sscbgc99@yahoo.com;;;Kenneth;Sunde;;YES;http://greenwoodkids.org/;;Monday-Friday;3:35-6:00;;;The South Sebastian County Boys & Girls Club is a not-for-profit organization.;;Membership fee is $30 per year and INCLUDES after school care until 6:00 during the school year. Pay for your first two children and the rest are free! Activity fee is $30 per sport per child.;YES;NO;http://www.greenwoodkids.org/wp-content/themes/Canyon/images/BGCHeader.jpg;
SCOTT COUNTY BOYS AND GIRLS CLUB;;595 West 6th Street;;Waldron;AR;72958;479-637-3188;;SCOTT;;;;Ryan;Walker;6–18;;http://scottcountybgc.org/;;;;;;The Scott County Boys and Girls Club opened in 1999 with no members. The club has been a great success with children and adults alike, now with over 500 club members. With kids from the ages of 6 to 18, The Boys and Girls Club is the only after school youth serving organization in Scott County, and takes pride in that! The club strives to meet everyone's expectations, but at the same time would like to keep order and discipline in effect.;;;YES;NO;http://scottcountybgc.org/B%26G_Club-Scott_County/About_Us_files/droppedImage.png;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - BILLY MITCHELL;;3107 West Capitol;;Little Rock;AR;72205;501-666-9486;;PULASKI;;;;Steven;Riffle;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - WILLIAM THRASHER;;3301 South State Street;;Little Rock;AR;72206;501-376-2988;;PULASKI;;;;Patrice;Ingram;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - JAMES PENICK;;1201 Leisure Place;;Little Rock;AR;72204;501-666-5494;;PULASKI;;;;Greg;Morse;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - DALTON WHETSTONE;;46 Harrow Drive;;Little Rock;AR;72209;501-562-4082;;PULASKI;;;;Margaret;Lewis;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - JIM WETHERINGTON;;1212 Wetherington Place;;North Little Rock;AR;72114;501-374-0309;;PULASKI;;;;Dedra;Hood;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - ROSE CITY;;400 Rose Lane;;North Little Rock;AR;72117;501-907-5387;;PULASKI;;;;Recco;Bennett;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS AND GIRLS CLUBS OF CENTRAL ARKANSAS - CUDELLOUS HAMILTON;;400 North Palm;;North Little Rock;AR;72114;501-945-3162;;PULASKI;;;;Derrick;Williams;;;http://www.arclubs.org/;;;;;;In 2007, The Boys and Girls Clubs of Central Arkansas was formed as a result of a merger of the Little Rock and North Little Rock Boys and Girls Clubs. The mission is to continue a proud tradition that spans over 95 years in serving the Central Arkansas community. The Club has a proud, tradition of developing boys and girls into well-rounded adults and productive, responsible citizens. Over the years we have adapted to meet the changing needs of youth in a changing and increasingly hazardous society. The Boys & Girls Club has developed solutions and alternatives to many of the pressures and problems today's kids face.We intervene with positive life-shaping programs, producing the direction so many need. We provide a positive alternative to neighborhood gangs and destructive personal behavior. ;;;YES;NO;;
BOYS & GIRLS CLUBS OF PHILLIPS COUNTY;;8 Plaza;;West Helena;AR;72390;870-572-1711;;PHILLIPS;info@boysandgirlspc.org;;;Barney;Glenn;;;http://www.bgcpc.org/;;Monday-Friday;"Summer: 8:00 a.m. - 5:30 p.m.; School Year: 3:00 p.m. - 7:00 p.m. ";;;"The Boys & Girls Club of Phillips County (BGCPC) is a 501(c)3 not-for-profit organization dedicated to ensuring that the youth of Phillips County have access to what all children need most: a safe place where they can learn and grow; adults who respect and care about them; and opportunities to develop themselves, their talents, and their interests. The mission of the Boys & Girls Club of Phillips County is to enable all young people to realize their full potential as productive, responsible, and caring citizens.";;;YES;NO;;
GIRLS INC. OF FORT SMITH;;1415 Old Greenwood Road;;Fort Smith;AR;72901;479-782-0375;;SEBASTIAN;adaniels@girlsincfortsmith.org;;;Amanda;Daniels;;YES;http://www.girlsincfortsmith.org/;;Monday-Friday;3:00- 6:00 pm;;;Girls Inc. of Fort Smith is committed to providing a safe environment with educational and recreational programs that encourage girls to take risks and master physical, intellectual, and emotional challenges. Girls Inc. informs policy makers about girls’ needs locally and nationally. The organization educates the media about critical issues facing girls. In addition, the organization teaches girls how to advocate for themselves and their communities using their voices to promote positive change.;;"Membership $25.00; After school transportation: $50.00 every three months or $150 for entire school year; Sport Programs: $25.00 per activity; Summer program: $150; Girls Inc Camp: $75";YES;NO;;
BRICKS 4 KIDZ – NORTH WEST ARKANSAS;;5208 Village Parkway;Suite 5;Rogers;AR;72758;479-466-9838;;BENTON;ssandhu@bricks4kidz.com;;;Shaista;Sandhu;;;http://www.bricks4kidz.com/;;;;;;Children are always fascinated with LEGO® bricks and at Bricks 4 Kidz® NWA, we are enhancing your child’s education while they play. Our program provides a unique opportunity for students to be introduced to principles of science, technology, engineering and mathematics while participating in “hands on activities”. These activities are designed to trigger a child’s lively imagination and build their self-confidence through the use of lab-focused exercises utilizing LEGO® bricks to build models created by Bricks 4 Kidz®. Participants will also experiment with their own inventions, play games, and learn cooperation and responsibility through teamwork.;;;YES;NO;;
KUMON MATH AND READING CENTER OF NORTH LITTLE ROCK;;4810 West Commercial Drive;SUITE B;North Little Rock;AR;72116;501-812-5437;;PULASKI;katemakan@ikumon.com;;;;;;;http://www.kumon.com/;;Mon, Thu;3:00pm - 6:30pm;;;For more than 50 years, Kumon’s after-school academic enrichment program has helped children achieve success worldwide. We strive to instill in children the desire to achieve and the motivation to learn on their own. Whether your child is seeking enrichment, needs help catching up or is just beginning his or her academic career, Kumon is designed to help him or her develop a love of learning. Students advance through the program at their own pace. Our emphasis on individualized learning helps your child become focused, motivated and self-reliant. We monitor each child’s progress to ensure comprehension before moving on to a new concept. With a strong academic foundation, critical thinking and problem solving abilities, your child has the potential to achieve whatever he or she desires.;Math Program, Reading Program;$110/subject/month, $50 - registration fee, $30 - materials fee;YES;NO;http://www.kumon.com/centerepage/Images/kumonlogo.png;
KUMON MATH AND READING CENTER OF LITTLE ROCK - WEST;;10700 North Rodney Parham Road;SUITE B4;Little Rock;AR;72212;501-224-7323;;PULASKI;sangeetadas@ikumon.com;;;;;;;http://www.kumon.com/;;Mon, Thu;3:00pm - 7:30pm;;;For more than 50 years, Kumon’s after-school academic enrichment program has helped children achieve success worldwide. We strive to instill in children the desire to achieve and the motivation to learn on their own. Whether your child is seeking enrichment, needs help catching up or is just beginning his or her academic career, Kumon is designed to help him or her develop a love of learning. Students advance through the program at their own pace. Our emphasis on individualized learning helps your child become focused, motivated and self-reliant. We monitor each child’s progress to ensure comprehension before moving on to a new concept. With a strong academic foundation, critical thinking and problem solving abilities, your child has the potential to achieve whatever he or she desires.;Math Program, Reading Program;;YES;NO;http://www.kumon.com/centerepage/Images/kumonlogo.png;
KUMON MATH AND READING CENTER OF LOWELL;;117 South Dixieland;SUITE A;Lowell;AR;72745;479-770-0055;;BENTON;srividya_v@ikumon.com;;;;;;;http://www.kumon.com/;;Mon, Thu, Sat;"Mon, Thu: 3:30pm - 7:30pm; Sat: 11:00am - 1:00pm";;;For more than 50 years, the Kumon after-school academic enrichment program has been helping children achieve success worldwide. Our Kumon Center strives for the same success, motivating all of our students to perform at their highest potential. We strive to instill in children the desire to achieve more, a love of learning and the motivation to learn on their own. The Kumon Math and Reading Center of Lowell employs very motivated, experienced people who love to work with children and challenge them to new horizons in education. They are trained by the Instructor, Ms. Srividya, to study worksheets, to best utilize the Kumon method and to make and record relevant observations about children's work.;Math Program, Reading Program;"Registration Fee: $50.00 per student (one time); Monthly Tuition: $120 per subject; Reading Materials Fee: $20 (for reading students only; one time)";YES;NO;http://www.kumon.com/centerepage/Images/kumonlogo.png;
KUMON MATH AND READING CENTER OF FAYETTEVILLE;;1806 North Crossover Road;SUITE #1;Fayetteville;AR;72701;479-595-8765;;WASHINGTON;fayetteville_ar@ikumon.com;;;;;;;http://www.kumon.com/;;Mon, Thu;3:00pm - 7:00pm;;;For more than 50 years, the Kumon after-school academic enrichment program has been helping children achieve success worldwide. Our Kumon Center strives for the same success, motivating all of our students to perform at their highest potential. We strive to instill in children the desire to achieve more, a love of learning and the motivation to learn on their own. Kumon of Fayetteville has been open since February 2011. We are proud to serve the Fayetteville community and have been humbled by the overwhleming response to our program.;Math Program, Reading Program;;YES;NO;http://www.kumon.com/centerepage/Images/kumonlogo.png;
KUMON MATH AND READING CENTER OF BENTONVILLE;;231 North Walton Boulevard;SUITE #7;Bentonville;AR;72712;479-273-5866;;BENTON;bentonville_ar@ikumon.com;;;;;;;http://www.kumon.com/;;Mon, Wed, Thu, Fri;"Mon, Thu: 3:30pm - 7:30pm; Wed, Fri: 6:00pm - 7:30pm";;;For more than 50 years, Kumon’s after-school academic enrichment program has helped children achieve success worldwide. We strive to instill in children the desire to achieve and the motivation to learn on their own. Whether your child is seeking enrichment, needs help catching up or is just beginning his or her academic career, Kumon is designed to help him or her develop a love of learning. Students advance through the program at their own pace. Our emphasis on individualized learning helps your child become focused, motivated and self-reliant. We monitor each child’s progress to ensure comprehension before moving on to a new concept. With a strong academic foundation, critical thinking and problem solving abilities, your child has the potential to achieve whatever he or she desires.;Math Program, Reading Program;;YES;NO;http://www.kumon.com/centerepage/Images/kumonlogo.png;
ARKANSAS DREAM CENTER AFTER SCHOOL PROGRAM - LITTLE ROCK;;1116 West Daisy L Gatson Bates Dr;;Little Rock;AR;72202;501-232-0630;;PULASKI;nsmith@ardreamcenter.tv;;;;;;;http://www.ardreamcenter.tv/;;;;;;ARDC After School reaches out to children and families to create a second-home like atmosphere for when kids get out of school. Many of our children are dependent on single mothers supporting and raising multiple children. Often after school, these children are left to their own supervision while their parents or guardians are working. In this gap of time, the ARDC After School Program provides a safe place for a snack, recreation, Reading Skills improvement, access to the computer lab for Math foundations, daily character building & Bible lessons, and finally, a nutritious dinner at the end of each day. Through the daily time spent with the kids in our After School Program, volunteers can form mentor-like relationships. For us, it’s all about the relationship, establishing trust, and seeing them look up in hope and begin to dream.;;;YES;NO;;
